ms_subclass,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,land_slope,condition_1,condition_2,bldg_type,overall_qual,overall_cond,year_built,year_remod/add,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,misc_feature,misc_val,mo_sold,yr_sold,saleprice,porch_total,neighborhood_Blmngtn,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,house_style_1.5Fin,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Flat,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,roof_matl_ClyTile,roof_matl_CompShg,roof_matl_Membran,roof_matl_Tar&Grv,roof_matl_WdShake,roof_matl_WdShngl,heating_GasA,heating_GasW,heating_Grav,heating_OthW,heating_Wall,lot_config_Corner,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,electrical_FuseA,electrical_FuseF,electrical_FuseP,electrical_Mix,electrical_SBrkr,fence_GdPrv,fence_GdWo,fence_MnPrv,fence_MnWw,fence_No Fence,ms_zoning_A (agr),ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,sale_type_COD,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD 
45,64.0,6390,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Feedr,Norm,1Fam,6,7,1954,1954,MetalSd,MetalSd,None,0.0,3,TA,CBlock,3,3,1,1,0.0,1,0.0,936.0,936.0,3,Y,984,0,0,984,1.0,0.0,1,0,2,1,3,4,Typ,0,0,Detchd,1954.0,1,1.0,280.0,3,3,Y,0,0,0,0,0,0,0,None,0,6,2008,112500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,79.0,10240,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,6,1980,1980,Plywood,Plywood,BrkFace,157.0,3,Gd,CBlock,4,3,1,4,625.0,2,1061.0,0.0,1686.0,3,Y,1686,0,0,1686,1.0,0.0,2,0,3,1,3,7,Typ,1,3,Attchd,1980.0,1,2.0,612.0,3,3,Y,384,131,0,0,0,0,0,None,0,5,2006,207500,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,78.0,9316,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,7,5,2005,2005,VinylSd,VinylSd,BrkFace,140.0,4,TA,PConc,4,3,4,6,56.0,1,0.0,1558.0,1614.0,5,Y,1614,0,0,1614,0.0,0.0,2,0,3,1,4,7,Typ,1,4,Attchd,2005.0,3,2.0,576.0,3,3,Y,100,45,0,0,0,0,0,None,0,3,2006,225000,145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,60.0,7200,Pave,No_alley,Reg,Low,AllPub,Gtl,Norm,Norm,1Fam,5,8,1972,1972,VinylSd,VinylSd,None,0.0,3,TA,CBlock,3,3,1,4,437.0,1,0.0,427.0,864.0,5,Y,864,0,0,864,0.0,0.0,1,0,3,1,3,5,Typ,0,0,Detchd,1977.0,1,1.0,297.0,3,3,Y,0,0,0,0,0,0,0,None,0,3,2006,119900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,108.0,12228,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,7,5,2006,2006,VinylSd,VinylSd,Stone,206.0,4,TA,PConc,5,4,1,1,0.0,1,0.0,1721.0,1721.0,5,Y,1740,0,0,1740,0.0,0.0,2,0,4,1,4,8,Typ,0,0,Attchd,2006.0,2,3.0,874.0,3,3,Y,0,43,0,0,0,0,0,None,0,9,2006,293000,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
20,78.0,10335,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,5,6,1968,1993,Plywood,Plywood,None,0.0,3,TA,CBlock,3,3,1,3,570.0,1,0.0,891.0,1461.0,4,Y,1721,0,0,1721,0.0,0.0,2,1,3,1,3,7,Min1,1,3,Attchd,1968.0,2,2.0,440.0,3,3,Y,0,96,180,0,0,0,0,None,0,7,2006,180000,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
80,69.05520046484602,12328,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,5,1976,1976,HdBoard,HdBoard,BrkFace,335.0,3,TA,CBlock,3,3,3,6,539.0,1,0.0,473.0,1012.0,3,Y,1034,0,0,1034,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1976.0,1,3.0,888.0,3,3,Y,0,0,0,0,0,0,0,None,0,5,2010,169900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
90,68.0,8930,Pave,No_alley,Reg,Lvl,AllPub,Gtl,RRAe,Norm,Duplex,6,5,1978,1978,VinylSd,VinylSd,None,0.0,3,TA,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,3,Y,1318,584,0,1902,0.0,0.0,2,0,4,2,3,8,Typ,0,0,Attchd,1978.0,1,2.0,539.0,3,3,Y,0,0,0,0,0,0,0,None,0,4,2010,112000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20,81.0,9672,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,5,1984,1985,HdBoard,Plywood,None,0.0,3,TA,PConc,4,3,1,6,338.0,1,0.0,702.0,1040.0,3,Y,1097,0,0,1097,0.0,0.0,2,0,3,1,3,6,Typ,0,0,Attchd,1986.0,1,2.0,480.0,3,3,Y,0,0,0,0,0,0,0,None,0,5,2010,152000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
60,120.0,13975,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,9,5,2005,2006,VinylSd,VinylSd,BrkFace,525.0,4,TA,PConc,4,3,3,1,0.0,1,0.0,1090.0,1090.0,5,Y,1117,1089,0,2206,0.0,0.0,2,1,4,1,5,10,Typ,1,4,BuiltIn,2005.0,3,3.0,670.0,3,3,Y,148,95,0,0,0,0,0,None,0,8,2006,300000,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
80,94.0,7819,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,5,1976,1976,Plywood,Plywood,None,0.0,3,TA,CBlock,3,3,3,5,422.0,4,127.0,480.0,1029.0,3,Y,1117,0,0,1117,1.0,0.0,1,0,3,1,3,6,Typ,1,3,Detchd,1976.0,1,2.0,672.0,3,3,Y,144,0,0,0,0,0,0,None,0,3,2010,107000,144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
190,60.0,11340,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,2fmCon,4,6,1885,1950,VinylSd,AsbShng,None,0.0,3,TA,PConc,3,3,1,1,0.0,1,0.0,777.0,777.0,4,Y,1246,1044,0,2290,0.0,0.0,2,0,4,2,3,11,Typ,0,0,Detchd,1971.0,1,2.0,560.0,3,3,N,0,0,114,0,0,0,0,None,0,4,2010,122500,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
160,21.0,1680,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,Twnhs,6,5,1972,1972,HdBoard,HdBoard,BrkFace,504.0,3,TA,CBlock,3,3,1,5,276.0,1,0.0,207.0,483.0,3,Y,483,465,0,948,0.0,0.0,1,1,2,1,3,5,Typ,0,0,Detchd,1972.0,1,1.0,264.0,3,3,Y,0,0,0,0,0,0,0,None,0,7,2006,89000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
50,65.0,6001,Pave,No_alley,IR1,Bnk,AllPub,Mod,Norm,Norm,1Fam,6,5,1940,1950,VinylSd,VinylSd,None,0.0,3,TA,CBlock,2,3,1,2,368.0,1,0.0,232.0,600.0,5,N,600,319,0,919,0.0,0.0,1,0,3,1,3,5,Typ,0,0,Detchd,1940.0,1,1.0,231.0,3,3,Y,0,0,45,0,0,0,0,None,0,3,2010,95000,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,78.0,11700,Pave,No_alley,Reg,Lvl,AllPub,Gtl,RRAn,Norm,1Fam,6,6,1968,1968,MetalSd,MetalSd,BrkFace,41.0,3,TA,CBlock,3,3,1,1,0.0,1,0.0,912.0,912.0,5,Y,1152,0,0,1152,1.0,0.0,1,1,3,1,3,7,Typ,0,0,Attchd,1968.0,2,2.0,412.0,3,3,Y,0,126,0,0,0,0,0,None,0,9,2007,143450,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
60,102.0,12858,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,9,5,2009,2010,VinylSd,VinylSd,Stone,162.0,5,TA,PConc,5,3,1,1,0.0,1,0.0,1590.0,1590.0,5,Y,1627,707,0,2334,0.0,0.0,2,1,3,1,5,10,Typ,1,4,Attchd,2009.0,3,3.0,751.0,3,3,Y,144,133,0,0,0,0,0,None,0,1,2010,376162,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
20,73.0,9300,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Feedr,Norm,1Fam,5,5,1960,1960,MetalSd,HdBoard,BrkFace,324.0,3,TA,CBlock,3,3,1,3,697.0,1,0.0,571.0,1268.0,3,Y,1264,0,0,1264,1.0,0.0,1,0,3,1,3,6,Typ,2,4,Attchd,1960.0,1,2.0,461.0,3,3,Y,0,0,0,0,143,0,0,None,0,4,2010,167500,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
90,64.0,7018,Pave,No_alley,Reg,Bnk,AllPub,Gtl,Feedr,Norm,Duplex,5,5,1979,1979,Plywood,Plywood,Stone,275.0,3,TA,CBlock,4,3,3,6,1086.0,1,0.0,0.0,1086.0,3,Y,1224,0,0,1224,2.0,0.0,0,2,2,2,3,6,Typ,2,3,Detchd,1979.0,1,2.0,528.0,3,3,Y,120,0,0,0,0,0,0,None,0,6,2009,153337,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
70,54.0,6629,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Artery,Norm,1Fam,6,6,1925,1950,Wd Sdng,Wd Sdng,None,0.0,3,Gd,BrkTil,3,3,1,4,551.0,1,0.0,121.0,672.0,3,N,697,672,0,1369,1.0,0.0,2,0,3,1,3,6,Typ,0,0,Detchd,1930.0,1,1.0,300.0,3,3,Y,147,0,0,0,0,0,0,None,0,7,2009,103600,147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20,75.0,10650,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,5,6,1976,1976,HdBoard,HdBoard,None,0.0,3,TA,CBlock,3,4,3,2,182.0,5,712.0,0.0,894.0,3,Y,894,0,0,894,1.0,0.0,1,0,3,1,3,5,Typ,0,0,Attchd,1976.0,1,1.0,308.0,3,3,Y,365,0,0,0,0,0,0,None,0,2,2010,128200,365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
160,69.05520046484602,2117,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,Twnhs,6,5,2000,2000,MetalSd,MetalSd,BrkFace,216.0,4,TA,PConc,4,3,1,6,378.0,1,0.0,378.0,756.0,5,Y,769,804,0,1573,0.0,0.0,2,1,3,1,4,5,Typ,0,0,Detchd,2000.0,1,2.0,440.0,3,3,Y,0,32,0,0,0,0,0,None,0,6,2010,177500,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
60,105.0,13650,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,8,5,2002,2002,VinylSd,VinylSd,BrkFace,232.0,4,TA,PConc,4,3,4,6,578.0,1,0.0,1093.0,1671.0,5,Y,1687,563,0,2250,1.0,0.0,2,1,3,1,4,7,Typ,1,5,Attchd,2002.0,3,3.0,756.0,3,3,Y,238,130,0,0,0,0,0,None,0,6,2010,320000,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
60,42.0,8433,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,5,2000,2000,VinylSd,VinylSd,None,0.0,3,TA,PConc,4,3,1,6,683.0,1,0.0,111.0,794.0,5,Y,819,695,0,1514,1.0,0.0,2,1,3,1,3,7,Typ,1,3,Attchd,2000.0,3,2.0,394.0,3,3,Y,0,72,0,0,0,0,0,None,0,6,2009,190000,72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
160,21.0,1680,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,Twnhs,6,5,1971,1971,CemntBd,CmentBd,BrkFace,236.0,3,TA,CBlock,3,3,1,1,0.0,1,0.0,672.0,672.0,3,Y,672,546,0,1218,0.0,0.0,1,1,3,1,3,7,Typ,0,0,No Garage,1978.7077955601446,0,0.0,0.0,0,0,N,201,0,0,0,0,0,0,None,0,4,2006,91500,201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
190,50.0,6000,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,2fmCon,5,4,1954,1954,Wd Sdng,Wd Sdng,None,0.0,3,TA,CBlock,3,3,1,1,0.0,1,0.0,811.0,811.0,3,Y,811,576,0,1387,0.0,0.0,2,0,3,2,4,7,Typ,0,0,BuiltIn,1954.0,1,1.0,256.0,3,3,Y,0,0,0,0,0,0,0,None,0,11,2009,93000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
70,50.0,8500,Pave,Pave,Reg,Lvl,AllPub,Gtl,Feedr,Norm,1Fam,4,4,1920,1950,BrkFace,BrkFace,None,0.0,3,Fa,BrkTil,3,3,1,1,0.0,1,0.0,649.0,649.0,3,N,649,668,0,1317,0.0,0.0,1,0,3,1,3,6,Typ,0,0,Detchd,1920.0,1,1.0,250.0,3,2,N,0,54,172,0,0,0,0,None,0,7,2008,40000,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,60.0,6882,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,7,1914,2006,Wd Sdng,Wd Sdng,None,0.0,3,TA,PConc,3,3,1,1,0.0,1,0.0,684.0,684.0,3,Y,773,582,0,1355,0.0,0.0,1,1,3,1,4,7,Typ,0,0,No Garage,1978.7077955601446,0,0.0,0.0,0,0,Y,136,0,115,0,0,0,0,None,0,3,2007,127000,251,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
30,66.0,8712,Grvl,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,4,7,1896,1950,Wd Sdng,Wd Sdng,None,0.0,2,Fa,CBlock,3,3,1,1,0.0,1,0.0,756.0,756.0,4,Y,952,0,0,952,0.0,0.0,1,0,3,1,3,5,Typ,0,0,Detchd,1896.0,2,1.0,330.0,3,3,N,0,0,265,0,0,0,0,None,0,6,2010,50138,265,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,69.05520046484602,7917,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,7,1976,1976,HdBoard,HdBoard,BrkFace,174.0,3,Gd,CBlock,3,4,1,4,751.0,1,0.0,392.0,1143.0,3,Y,1113,0,0,1113,1.0,0.0,1,1,3,1,3,6,Typ,1,2,Attchd,1987.0,2,1.0,504.0,3,4,Y,370,30,0,0,0,0,0,None,0,5,2007,148000,400,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30,71.0,6900,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,5,6,1940,1955,VinylSd,VinylSd,None,0.0,3,TA,CBlock,3,3,1,5,403.0,3,125.0,212.0,740.0,5,Y,778,0,0,778,0.0,0.0,1,0,2,1,3,4,Typ,1,4,Detchd,1966.0,3,1.0,924.0,5,5,Y,0,25,0,0,0,0,0,None,0,2,2008,120500,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
50,60.0,9900,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,7,1940,1950,VinylSd,VinylSd,None,0.0,3,TA,BrkTil,3,3,1,1,0.0,1,0.0,778.0,778.0,3,Y,944,545,0,1489,0.0,0.0,2,0,3,1,3,7,Typ,1,4,Detchd,1940.0,1,1.0,240.0,3,3,Y,335,0,0,0,0,0,0,None,0,7,2009,139500,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,86.0,13286,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,9,5,2007,2008,CemntBd,CmentBd,Stone,340.0,5,TA,PConc,5,3,1,6,1234.0,1,0.0,464.0,1698.0,5,Y,1698,0,0,1698,1.0,0.0,2,0,3,1,5,8,Typ,1,4,Attchd,2007.0,3,3.0,768.0,3,3,Y,327,64,0,0,0,0,0,None,0,2,2009,320000,391,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
70,107.0,12888,Pave,No_alley,Reg,Bnk,AllPub,Gtl,Feedr,Norm,1Fam,7,8,1937,1980,Wd Sdng,Wd Sdng,None,0.0,3,Gd,CBlock,3,3,1,5,288.0,1,0.0,717.0,1005.0,3,Y,1262,1005,0,2267,1.0,0.0,1,1,3,1,3,7,Typ,2,4,Attchd,1937.0,3,2.0,498.0,3,3,Y,521,0,0,0,0,0,0,None,0,4,2007,219000,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
